0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.019	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
0.064	0.024	0.066	0.002	0.018	-0.000	1.000
